ID,Title,Link,City and Country,Location,Segment,Image Src,Latitude,Longitude
326,"Philadelphia, PA",http://en.the-wall-net.org/philadelphia-pa/,"Philadelphia, PA","Location: German Society of Pennsylvania, Spring Garden Street",1 segment,http://en.the-wall-net.org/wp-content/uploads/2015/02/US094i.jpg,39.9527237,-75.1635262
327,"Plovdiv, BG",http://en.the-wall-net.org/plovdiv-bg/,"Plovdiv, BG","Location: Exhibition Hall, Gladstone Street",1 segment,http://en.the-wall-net.org/wp-content/uploads/2020/06/EU133.jpg,42.1418541,24.7499297
328,"Point Alpha, HE",http://en.the-wall-net.org/point-alpha/,"Point Alpha, HE",Location: open-air exhibition ground,1 segment,http://en.the-wall-net.org/wp-content/uploads/2015/03/D025_4.jpg,50.724107,9.9315939
329,"Portland, ME",http://en.the-wall-net.org/portland-me/,"Portland, ME","Location: DiMillo’s Floating Restaurant, Long Wharf",3 segments of the Hinterlandmauer,http://en.the-wall-net.org/wp-content/uploads/2014/10/US045_B.jpg,43.6573605,-70.2586618
330,"Postbauer-Heng, BY",http://en.the-wall-net.org/postbauer-heng-by/,"Postbauer-Heng, BY",Location: Hans-Bradl-Platz/Erich-Kästner-Schule,Parts of the Hinterlandmauer,http://en.the-wall-net.org/wp-content/uploads/2017/07/D163B.jpg,49.3030329,11.3507199
331,"Potsdam, BB – Oberstufenzentrum",http://en.the-wall-net.org/potsdam-2/,"Potsdam, BB – Oberstufenzentrum","Location: Advanced level center II (OSZ II), Zum Jagenstein",1 segment,http://en.the-wall-net.org/wp-content/uploads/2015/11/Deutschland.jpg,52.4071047,13.0502544
332,"Potsdam, BB – Rudolf-Breitscheid-Straße",http://en.the-wall-net.org/potsdam-bb-rudolf-breitscheid-strase/,"Potsdam, BB – Rudolf-Breitscheid-Straße","Location: Rudolf-Breitscheid-Straße 236, Potsdam-Babelsberg",1 segment,http://en.the-wall-net.org/wp-content/uploads/2017/09/D168B.jpg,52.3948782,13.1284284
333,"Potsdam, BB – Villa Schöningen",http://en.the-wall-net.org/potsdam/,"Potsdam, BB – Villa Schöningen",Location: Villa Schöningen at Glienicker Bridge,1 Segment,http://en.the-wall-net.org/wp-content/uploads/2018/03/D001B.jpg,52.4135931,13.087704
334,"Potsdam, BB – Berliner Vorstadt",http://en.the-wall-net.org/potsdam-bb-berliner-vorstadt/,"Potsdam, BB – Berliner Vorstadt",Location: private property,1 segment,http://en.the-wall-net.org/wp-content/uploads/2018/02/D174B.jpg,52.4051691,13.0707735
335,"Potsdam, BB – Filmstadt Babelsberg",http://en.the-wall-net.org/potsdam-bb-filmstadt-babelsberg/,"Potsdam, BB – Filmstadt Babelsberg",Location: On the grounds ofFilmpark Babelsberg,1 segment,http://en.the-wall-net.org/wp-content/uploads/2021/07/D199.jpg,,
336,"Potsdam-Babelsberg, BB",http://en.the-wall-net.org/babelsberg/,"Potsdam-Babelsberg, BB","Location: Griebnitzsee memorial, Stubenrauchstraße",6 segments from the Hinterlandmauer on original site,http://en.the-wall-net.org/wp-content/uploads/2014/12/D045.jpg,52.3914035,13.0929636
337,"Prague, CZ",http://en.the-wall-net.org/prague-cz/,"Prague, CZ",Location: in front of the A&O Hostel in Prague Rhea,1 segment,http://en.the-wall-net.org/wp-content/uploads/2021/07/EU136B.jpg,50.0596288,14.4464593
338,"Presidio of Monterey, CA",http://en.the-wall-net.org/presidio-of-montery-ca/,"Presidio of Monterey, CA",Location: Defense Language School,3 segments,http://en.the-wall-net.org/wp-content/uploads/2014/11/US041_6.jpg,36.6475262,-121.7838706
339,"Pressath, BY",http://en.the-wall-net.org/pressath-by/,"Pressath, BY",Location: private property,1 segment,http://en.the-wall-net.org/wp-content/uploads/2017/03/D160B.jpg,49.7698203,11.9343043
340,"Pribram, CZ",http://en.the-wall-net.org/pribram-cz/,"Pribram, CZ",Location: Vojna Memorial Lesetice,1 segment,http://en.the-wall-net.org/wp-content/uploads/2016/01/EU094B.jpg,49.6901444,14.0103663
341,"Pullach (n. Munich), BY",http://en.the-wall-net.org/pullach-n-munich-by/,"Pullach (n. Munich), BY",Location: premises,1 segment,http://en.the-wall-net.org/wp-content/uploads/2016/05/D141.jpg,48.0556122,11.5217455
342,"Raleigh, NC",http://en.the-wall-net.org/raleigh-nc/,"Raleigh, NC",Location: Marbles Kids Museum (since 2015 inDurham),"1 segment from Waldemarstraße, Kreuzberg",http://en.the-wall-net.org/wp-content/uploads/2014/10/US055_RELOCATED.jpg,35.7803977,-78.6390989
343,"Ramstein, RP",http://en.the-wall-net.org/ramstein/,"Ramstein, RP",Location: Ramstein Air Base,3 segments,http://en.the-wall-net.org/wp-content/uploads/2014/11/D040_2.jpg,49.4475167,7.5554676
344,"Rapid City, SD",http://en.the-wall-net.org/rapid-city-sd/,"Rapid City, SD","Location: Memorial Park, Mt. Rushmore Rd.",2 segments from the sector between Checkpoint Charlie and Brandenburg Gate + 2 anti-tank obstacles,http://en.the-wall-net.org/wp-content/uploads/2015/03/US077_02.jpg,44.0806041,-103.228023
345,"Recklinghausen, NW – Am Rosengarten",http://en.the-wall-net.org/recklinghausen-2/,"Recklinghausen, NW – Am Rosengarten","Location: Am Rosengarten, near city park//Ruhrfestspielhaus",1 segment,http://en.the-wall-net.org/wp-content/uploads/2015/11/Deutschland.jpg,51.6210516,7.1785422
346,"Recklinghausen, NW – Charlottenburger Straße",http://en.the-wall-net.org/recklinghausen/,"Recklinghausen, NW – Charlottenburger Straße",Location: Charlottenburger Street,1 segment,http://en.the-wall-net.org/wp-content/uploads/2016/06/D061B.jpg,51.5782642,7.1868275
347,"Redmond, WA",http://en.the-wall-net.org/redmond-wa/,"Redmond, WA",Location: Microsoft Corporation,1 segment from Potsdamer Platz,http://en.the-wall-net.org/wp-content/uploads/2014/10/US025.jpg,47.6694141,-122.1238767
348,"Redondela, E",http://en.the-wall-net.org/redondela-e/,"Redondela, E",Location: at the Paseo Xunqueira,2 fragments of the outer Wall,http://en.the-wall-net.org/wp-content/uploads/2017/02/EU104.jpg,42.7604453,-6.7621528
349,"Regensburg, BY",http://en.the-wall-net.org/regensburg/,"Regensburg, BY",Location: Bahnhofstraße,1 segment from Potsdamer Platz,http://en.the-wall-net.org/wp-content/uploads/2015/11/D116.jpg,49.0195333,12.0974869
350,"Reichenbach, SN",http://en.the-wall-net.org/reichenbach/,"Reichenbach, SN",Location: in front of the savings bank Vogtland,1 segment,http://en.the-wall-net.org/wp-content/uploads/2015/11/Deutschland.jpg,50.6200076,12.298936
351,"Reston, VA",http://en.the-wall-net.org/reston-va/,"Reston, VA",Location: Bundeswehr administrator for the USA and Canada,1 segment from Waldemarstraße,http://en.the-wall-net.org/wp-content/uploads/2016/05/US060B.jpg,38.96146,-77.3418
352,"Reykjavik, IS",http://en.the-wall-net.org/reykjavik-is/,"Reykjavik, IS",Location: Höf∂i house,1 segment from Potsdamer Platz,http://en.the-wall-net.org/wp-content/uploads/2015/10/EU090.jpg,64.145981,-21.9422367
353,"Richmond, GB",http://en.the-wall-net.org/richmond-gb/,"Richmond, GB",Location: German school,1 segment,http://en.the-wall-net.org/wp-content/uploads/2014/11/EU064.jpg,51.4405529,-0.3076394
354,"Riga, LV",http://en.the-wall-net.org/riga-lv/,"Riga, LV","Location: Park Kronvalda, in front of Parliament’s building",1 segment,http://en.the-wall-net.org/wp-content/uploads/2015/05/EU025_4.jpg,56.9493977,24.1051846
355,"Rochester, NY",http://en.the-wall-net.org/rochester-ny/,"Rochester, NY",Location: Bausch & Lomb Global Headquarters,1 segment from Brandenburg Gate,http://en.the-wall-net.org/wp-content/uploads/2015/06/US054.jpg,43.157285,-77.615214
356,"Rodalben, RP",http://en.the-wall-net.org/rodalben-rp/,"Rodalben, RP",Location: Berufsbildende Schule,4 segments,http://en.the-wall-net.org/wp-content/uploads/2018/10/D185B.jpg,49.2384912,7.6392258
357,"Rostock-Warnemuende, MV",http://en.the-wall-net.org/rostock-warnemunde/,"Rostock-Warnemuende, MV",Location: Passenger Terminal  Warnemünde,1 segment,http://en.the-wall-net.org/wp-content/uploads/2015/11/Deutschland.jpg,54.1731946,12.0770189
358,"Rottach-Egern, BY",http://en.the-wall-net.org/rottach-egern/,"Rottach-Egern, BY",Location: private property,1 segment,http://en.the-wall-net.org/wp-content/uploads/2015/11/Deutschland.jpg,47.6909599,11.7707109
359,"Ruesselsheim, HE",http://en.the-wall-net.org/russelsheim/,"Ruesselsheim, HE",Location: in front of the Adam Opel building,1 segment,http://en.the-wall-net.org/wp-content/uploads/2014/10/D041.jpg,49.991701,8.4138251
360,"Rust, BW",http://en.the-wall-net.org/rust/,"Rust, BW",Location: Europa-Park,2 segments,http://en.the-wall-net.org/wp-content/uploads/2014/10/D038.jpg,48.2659347,7.7263213
361,"Saarbrücken, SL",http://en.the-wall-net.org/saarbrucken/,"Saarbrücken, SL",Location: in front of the State Parliament’s building,1 segment,http://en.the-wall-net.org/wp-content/uploads/2015/03/D033B.jpg,49.234362,6.996379
362,"Saint Petersburg, FL",http://en.the-wall-net.org/saint-petersburg-fl/,"Saint Petersburg, FL",Location: on the estate of Outdoor Arts Foundation/Clay Companie,3 segments of the Hinterlandmauer,http://en.the-wall-net.org/wp-content/uploads/2014/10/SaintPetersburg.jpg,27.7700475,-82.6359078
363,"San Bernardino, CA – NAFB Museum",http://en.the-wall-net.org/san-bernardino-ca-nafb-museum/,"San Bernardino, CA – NAFB Museum","Location: Norton Air Force Base Museum, Veterans Memorial Area",1 segment,http://en.the-wall-net.org/wp-content/uploads/2018/06/US117.jpg,,
364,"San Bernardino, CA – Reagan Park",http://en.the-wall-net.org/san-bernardino-ca/,"San Bernardino, CA – Reagan Park",Location: Ronald Reagan Park,1 segment,http://en.the-wall-net.org/wp-content/uploads/2015/04/US098.jpg,34.1982178,-117.3644056
365,"San José, CR",http://en.the-wall-net.org/san-jose-cr/,"San José, CR",Location: garden of Ministry of Foreign Affairs,1 segment,http://en.the-wall-net.org/wp-content/uploads/2017/09/S006_1B.jpg,9.9325427,-84.0795782
366,"San Vito di Gaggiano, I",http://en.the-wall-net.org/san-vito-di-gaggiano-i/,"San Vito di Gaggiano, I","Location: Via Marta Lodi, private museum",1 segment,http://en.the-wall-net.org/wp-content/uploads/2018/04/EU118.jpg,45.417493,9.0138638
367,"Santa Barbara, CA",http://en.the-wall-net.org/santa-barbara-ca/,"Santa Barbara, CA",Location: Reagan Ranch Center,1 segment,http://en.the-wall-net.org/wp-content/uploads/2014/09/SantaBarbara.jpg,34.4221319,-119.702667
368,"Santiago de Chile, RCH – German Embassy",http://en.the-wall-net.org/santiago-de-chile-rch/,"Santiago de Chile, RCH – German Embassy",Location: in front of the German Embassy,"1 segment from Waldemarstraße/ Leuschnerdamm, Kreuzberg",http://en.the-wall-net.org/wp-content/uploads/2015/02/S008_8.jpg,,
369,"Santiago de Chile, RCH – Museo de la Moda",http://en.the-wall-net.org/santiago-de-chile-rch-museo-de-la-moda/,"Santiago de Chile, RCH – Museo de la Moda","Location:Museo de la Moda, temp. spring to autumn 2018",1 segment (on loan ofGerman Embassy in Santiago de Chile),http://en.the-wall-net.org/wp-content/uploads/2018/07/S012.jpg,,
370,"Santo Domingo, DOM",http://en.the-wall-net.org/santo-domingo-dom/,"Santo Domingo, DOM",Location: German Embassy,1 segment,http://en.the-wall-net.org/wp-content/uploads/2020/02/S014_2.jpg,15.5,-61.33333
371,"Saumur, F",http://en.the-wall-net.org/saumur-f/,"Saumur, F",Location: Musée des blindés,1 segment,http://en.the-wall-net.org/wp-content/uploads/2018/05/EU014_B.jpg,47.2596224,-0.0785177
372,"Schengen, L",http://en.the-wall-net.org/schengen-l/,"Schengen, L",Location: European Information Center,1 segment,http://en.the-wall-net.org/wp-content/uploads/2017/08/EU043_1000.jpg,49.4716,6.3659008
373,"Schermbeck, NW",http://en.the-wall-net.org/schermbeck-nw/,"Schermbeck, NW","Location: comprehensive school Schermbeck, schoolyard",1 segment,http://en.the-wall-net.org/wp-content/uploads/2016/01/D130.jpg,46.92739,8.41028
374,"Schesslitz, BY",http://en.the-wall-net.org/schesslitz/,"Schesslitz, BY",Location: Schoenstatt-Marienberg,1 segment,http://en.the-wall-net.org/wp-content/uploads/2015/11/D114_B.jpg,49.9770848,11.0343944
375,"Schönefeld, BB – Airport",http://en.the-wall-net.org/schonefeld-bb/,"Schönefeld, BB – Airport",Location: Holiday Inn Airport Berlin,1 Segment,http://en.the-wall-net.org/wp-content/uploads/2018/05/D183.jpg,,
376,"Schöneiche/Kleinschönebeck, BB",http://en.the-wall-net.org/schoneichekleinschonebeck/,"Schöneiche/Kleinschönebeck, BB",Location: Dorfaue,1 segment,http://en.the-wall-net.org/wp-content/uploads/2015/01/D082.jpg,52.4812663,13.7015512
377,"Schopfheim, BW – city center",http://en.the-wall-net.org/schopfheim-city-center/,"Schopfheim, BW – city center",Location: town center(before: former municipal jail),1 segment from Waldemarstreet/Kreuzberg,http://en.the-wall-net.org/wp-content/uploads/2015/11/Deutschland.jpg,40.41831,-3.70275
378,"Schopfheim, BW – industrial area",http://en.the-wall-net.org/schopfheim-industrial-zone/,"Schopfheim, BW – industrial area",Location: industrial area(before: former municipal jail),1 segment,http://en.the-wall-net.org/wp-content/uploads/2015/11/Deutschland.jpg,5.63935,-0.12423
379,"Schwedt/Oder, BB",http://en.the-wall-net.org/schwedtoder-bb/,"Schwedt/Oder, BB",Location: at the Nordcenter1 segment from a border section at Teltowkanal,Since autumn 2014 a Wall segment is standing clearly visible at a shopping center in Schwedt/Oder. The owner declares:,http://en.the-wall-net.org/wp-content/uploads/2016/06/D149.jpg,53.0586366,14.2840858
380,"Scott Air Force Base (near Belleville), IL",http://en.the-wall-net.org/scott-air-force-base-near-belleville-il/,"Scott Air Force Base (near Belleville), IL",Location:375th Airlift Wing headquarters,1 segment plusa replica of Berlin Tempelhof Aiport’s Luftbrucke Memorial,http://en.the-wall-net.org/wp-content/uploads/2019/03/US119B.jpg,38.553876,-89.97052
381,"Scottsdale, AZ",http://en.the-wall-net.org/scottsdale-az/,"Scottsdale, AZ",Location: Matson Money West,2 segments,http://en.the-wall-net.org/wp-content/uploads/2016/11/US110.jpg,33.4942189,-111.926018
382,"Seattle, WA – History House",http://en.the-wall-net.org/seattle-wa-2/,"Seattle, WA – History House",Location: History House of Greater Seattle,1 segment,http://en.the-wall-net.org/wp-content/uploads/2014/10/US061.jpg,34.64673,-103.90441
383,"Seattle, WA – Seattle Center",http://en.the-wall-net.org/seattle-wa/,"Seattle, WA – Seattle Center","Location:Seattle Center, Center House, 3305 Harrison Street",1 segment from Potsdamer Platz,http://en.the-wall-net.org/wp-content/uploads/2014/10/US026_1_B.jpg,47.621255,-122.349741
384,"Selb, BY",http://en.the-wall-net.org/selb-by/,"Selb, BY",Location: Bürgerpark,1 segment,http://en.the-wall-net.org/wp-content/uploads/2018/04/D181B.jpg,50.169121,12.1297769
385,"Seoul, ROK – Cheonggyecheon",http://en.the-wall-net.org/seoul-rok/,"Seoul, ROK – Cheonggyecheon",Location: Berlin square (Cheonggyecheon-ro near Samilgyo bridge),3 segments,http://en.the-wall-net.org/wp-content/uploads/2014/10/AS012.jpg,,
386,"Seoul, ROK – Dobong-gu",http://en.the-wall-net.org/seoul-rok-dobong-gu/,"Seoul, ROK – Dobong-gu",Location: culture bunker,3 segments,http://en.the-wall-net.org/wp-content/uploads/2018/06/AS023_1.jpg,37.65066,127.03011
387,"Seoul, ROK – Konkuk University",http://en.the-wall-net.org/seoul-rok-2/,"Seoul, ROK – Konkuk University",Location: Campus of Konkuk University,1 segment from Brandenburg Gate,http://en.the-wall-net.org/wp-content/uploads/2014/10/Korea.jpg,34.36594,-89.52536
388,"Sevilla, E",http://en.the-wall-net.org/sevilla-e/,"Sevilla, E",Location: Isla Magica,2 segments (remaining parts of a 5-piece ensemble) from Potsdamer Platz,http://en.the-wall-net.org/wp-content/uploads/2014/10/EU037_B.jpg,19.4219182,-99.1708104
389,"Sigmaringen, BW",http://en.the-wall-net.org/sigmaringen/,"Sigmaringen, BW",Location: state horticultural show,1 segment,http://en.the-wall-net.org/wp-content/uploads/2015/11/Deutschland.jpg,48.0855844,9.2178879
390,"Silberhausen, TH",http://en.the-wall-net.org/silberhausen/,"Silberhausen, TH",Location: village center,1 segment,http://en.the-wall-net.org/wp-content/uploads/2014/11/D003_B.jpg,51.3106141,10.3382184
391,"Simi Valley, CA",http://en.the-wall-net.org/simi-valley-ca/,"Simi Valley, CA","Location: Ronald Reagan Presidential Library and Museum, 1 Presidential Drive",1 segment,http://en.the-wall-net.org/wp-content/uploads/2014/09/US006_2.jpg,34.2677404,-118.7538071
392,"Singapore, SGP – UTown",http://en.the-wall-net.org/singapur-sgp-utown/,"Singapore, SGP – UTown","Location: University Town, National University of Singapore",2 segments,http://en.the-wall-net.org/wp-content/uploads/2016/10/AS021.jpg,,
393,"Singapore, SGP – Bedok Park",http://en.the-wall-net.org/singapore-sgp/,"Singapore, SGP – Bedok Park","Location: Bedok Reservoir Park/dismantled and removed toCharlottesville, Virginia",4 segments,http://en.the-wall-net.org/wp-content/uploads/2015/03/AS014_RELOCATED.jpg,39.11251,-100.35875
394,"Soesterberg, NL",http://en.the-wall-net.org/soesterberg-nl/,"Soesterberg, NL",Location: National Military Museum,1 segment,http://en.the-wall-net.org/wp-content/uploads/2015/05/EU080_2.jpg,52.1208994,5.2836057
395,"Sofia, BG",http://en.the-wall-net.org/sofia-bg/,"Sofia, BG",Location: beside the cultural center,1 segment,http://en.the-wall-net.org/wp-content/uploads/2014/11/EU006.jpg,42.6977028,23.3217359
396,"Sopron, H",http://en.the-wall-net.org/sopron-h/,"Sopron, H",Location: Pan-European Picnic Memorial Park1 segment,,http://en.the-wall-net.org/wp-content/uploads/2021/08/EU139.jpg,47.6803063,16.5983457
397,"Sosnówka, PL",http://en.the-wall-net.org/sosnowka-pl/,"Sosnówka, PL",Location: pasture,50 segments,http://en.the-wall-net.org/wp-content/uploads/2015/09/EU028_1.jpg,52.6775031,23.5635171
398,"Spartanburg, SC",http://en.the-wall-net.org/spartanburg-sc/,"Spartanburg, SC",Location: Simuel Road at Interstate 85,2 segments,http://en.the-wall-net.org/wp-content/uploads/2014/09/US076-e1445804360207.jpg,34.9498007,-81.9320157
399,"Speyer, RP",http://en.the-wall-net.org/speyer/,"Speyer, RP",Location: Museum of Technology,1 segment,http://en.the-wall-net.org/wp-content/uploads/2014/11/D079_B.jpg,49.3165553,8.433615
400,"Spilamberto, I",http://en.the-wall-net.org/spilamberti-i/,"Spilamberto, I","Location: in the Parco dell’antica/Rangoni Castle,",4 segments (+ 3 stored segments),http://en.the-wall-net.org/wp-content/uploads/2017/04/EU024.jpg,44.533413,11.0240826
401,"St. Christoph, A",http://en.the-wall-net.org/st-christoph-a/,"St. Christoph, A",Location: Arlberg Hospiz Hotel,5 segmente (loan),http://en.the-wall-net.org/wp-content/uploads/2017/04/EU108b.jpg,47.127712,10.2135362
402,"Stahnsdorf, BB",http://en.the-wall-net.org/stahnsdorf-bb/,"Stahnsdorf, BB",Location: Stahnsdorf station,1 segment,http://en.the-wall-net.org/wp-content/uploads/2016/04/D140B.jpg,52.3869675,13.2077118
403,"Steinbach, CDN",http://en.the-wall-net.org/steinbach/,"Steinbach, CDN",Location: Mennonite Heritage Village,1 segment,http://en.the-wall-net.org/wp-content/uploads/2015/07/CDN007.jpg,34.24654,-80.60702
404,"Stetten am kalten Markt, BW",http://en.the-wall-net.org/stetten-am-kalten-markt/,"Stetten am kalten Markt, BW","Location: Bundeswehr, Lager Heuberg",2 segments,http://en.the-wall-net.org/wp-content/uploads/2016/01/D098_1.jpg,48.1220419,9.0775304
405,"Stony Point, NY",http://en.the-wall-net.org/stony-point-ny/,"Stony Point, NY",Location: Stony Point Courtyard,1 segment,http://en.the-wall-net.org/wp-content/uploads/2016/10/US109.jpg,41.2295386,-73.9870847
406,"Storkow, BB",http://en.the-wall-net.org/storkow-bb/,"Storkow, BB",Location: Kurmark barracks,8 segments,http://en.the-wall-net.org/wp-content/uploads/2016/05/D144.jpg,52.2058093,13.9049798
407,"Strasbourg, F",http://en.the-wall-net.org/strasbourg-f/,"Strasbourg, F",Location: in front of the European Court of Human Rights,4 segmente from Kreuzberg,http://en.the-wall-net.org/wp-content/uploads/2016/03/EU015_4.jpg,48.584614,7.7507127
408,"Strasburg, F – Palais de l’Europe (temp)",http://en.the-wall-net.org/strasburg-f-palais-de-leurope-temp/,"Strasburg, F – Palais de l’Europe (temp)",Location: in front of the Council of Europe (temp. in 1990),3 segments,http://en.the-wall-net.org/wp-content/uploads/2017/10/EU111TEMP.jpg,,
409,"Strausberg, BB",http://en.the-wall-net.org/strausberg-bb/,"Strausberg, BB",Location: Von-Hardenberg Barracks,3 segments,http://en.the-wall-net.org/wp-content/uploads/2016/01/D129.jpg,52.5814009,13.8833952
410,"Stuttgart, BW – Federal State Parliament",http://en.the-wall-net.org/stuttgart-3/,"Stuttgart, BW – Federal State Parliament","Location: in front of the State Parliament, Schlossgarten",1 segment,http://en.the-wall-net.org/wp-content/uploads/2016/01/D049_2.jpg,,
411,"Stuttgart, BW – IBM Headquarter",http://en.the-wall-net.org/stuttgart/,"Stuttgart, BW – IBM Headquarter",Location: in front of the IBM headquarter,1 segment,http://en.the-wall-net.org/wp-content/uploads/2017/11/D023B.jpg,,
412,"Stuttgart, BW – Kelley Barracks",http://en.the-wall-net.org/stuttgart-bw-kelley-barracks/,"Stuttgart, BW – Kelley Barracks","Location: Kelley Barracks, AFRICOM",parts of the Hinterlandmauer,http://en.the-wall-net.org/wp-content/uploads/2017/03/D158.jpg,48.7244651,9.1782672
413,"Stuttgart, BW – Patch Barracks",http://en.the-wall-net.org/stuttgart-2/,"Stuttgart, BW – Patch Barracks",Location: Patch Barracks,3 segments,http://en.the-wall-net.org/wp-content/uploads/2014/10/D029.jpg,48.7355296,9.0809489
414,"Suwanee, GA",http://en.the-wall-net.org/suwanee-ga/,"Suwanee, GA",Location: temporary in 2013,1 segment,http://en.the-wall-net.org/wp-content/uploads/2014/11/US090_RELOCATED.jpg,34.0514898,-84.0712997
415,"Sydney, AUS",http://en.the-wall-net.org/sydney-aus/,"Sydney, AUS","Location: Goethe-Institut Australia, Woollahra (Sydney)",1 segment,http://en.the-wall-net.org/wp-content/uploads/2020/06/AU002_B.jpg,-33.8315618,151.226874
416,"Syracuse, NY",http://en.the-wall-net.org/syracuse-ny/,"Syracuse, NY",Location: behind the Museum of Science and Technology,1 segment,http://en.the-wall-net.org/wp-content/uploads/2014/10/US072.jpg,43.0481221,-76.1474244
417,"Taipei, RC",http://en.the-wall-net.org/taipei-rc/,"Taipei, RC",Location: in the garden of Taiwan Foundation for Democracy,1 segment,http://en.the-wall-net.org/wp-content/uploads/2019/11/3189251-Kopie.jpg,25.0144079,121.4999003
418,"Tallinn, EST",http://en.the-wall-net.org/tallinn-est/,"Tallinn, EST",,,http://en.the-wall-net.org/wp-content/uploads/2016/04/EU075B.jpg,59.4372155,24.7453688
419,"Tampere, FIN",http://en.the-wall-net.org/tampere-fin/,"Tampere, FIN",Location: Vaprikkii Museum Center,1 segment of the Hinterlandmauer,http://en.the-wall-net.org/wp-content/uploads/2015/07/Finland.jpg,-6.60243,147.86814
420,"Tavaux, F",http://en.the-wall-net.org/tavaux-f/,"Tavaux, F",Location: Rond-point des Droits de l’Homme1 segment,,http://en.the-wall-net.org/wp-content/uploads/2022/08/EU142.jpg,47.0371,5.40338
421,"Tbilisi, GE",http://en.the-wall-net.org/tbilisi-ge/,"Tbilisi, GE",Location: Europe square,1 segment,http://en.the-wall-net.org/wp-content/uploads/2017/11/EU113.jpg,41.6934591,44.8014495
422,"Thessaloniki, GR",http://en.the-wall-net.org/thessaloniki-gr/,"Thessaloniki, GR",Location: Goethe Institute,1 segment,http://en.the-wall-net.org/wp-content/uploads/2015/09/Griechenland.jpg,40.6403167,22.9352716
423,"Tijuana, MX",http://en.the-wall-net.org/tijuana-mx/,"Tijuana, MX",Location: Friendship Park1 Segment,,http://en.the-wall-net.org/wp-content/uploads/2023/09/S015_2.png,32.5317397,-117.019529
424,"Timisoara, RO",http://en.the-wall-net.org/timisoara-ro/,"Timisoara, RO",Location: in front of the Museum of the Romanian Revolution of 1989,1 segment from Potsdamer Platz,http://en.the-wall-net.org/wp-content/uploads/2014/10/EU058.jpg,45.7538355,21.2257474
425,"Tirana, AL",http://en.the-wall-net.org/tirana-al/,"Tirana, AL",Location: Post-bllok/Bulevardi Dëshmorët e Kombit,1 segment from Potsdamer Platz,http://en.the-wall-net.org/wp-content/uploads/2014/08/1.png,41.3281482,19.8184435
426,"Togitsu, J",http://en.the-wall-net.org/hinami-togitsu-j/,"Togitsu, J",Location: on the site of Nihon Bisoh,1 segment from Brandenburg Gate,http://en.the-wall-net.org/wp-content/uploads/2016/12/Nagasaki_1.jpg,32.8338049,129.830303
427,"Torrejon de Ardoz, E",http://en.the-wall-net.org/torrejon-de-ardoz/,"Torrejon de Ardoz, E",Location: Parque Europe,1 segment,http://en.the-wall-net.org/wp-content/uploads/2015/03/EU052_5B.jpg,40.4587767,-3.4793343
428,"Trelleborg, S",http://en.the-wall-net.org/trelleborg-s/,"Trelleborg, S",Location:Trelleborg Museum,1 segment,http://en.the-wall-net.org/wp-content/uploads/2017/07/EU035B.jpg,-23.5117941,-46.9093899
429,"Tremmen, BB",http://en.the-wall-net.org/tremmen/,"Tremmen, BB",Location: Potsdam Golf Club,1 segment,http://en.the-wall-net.org/wp-content/uploads/2015/10/D004_1.jpg,52.5289908,12.8192544
430,"Trondheim, N",http://en.the-wall-net.org/trondheim-n/,"Trondheim, N",Location: Trondheim Kunstmuseum Gråmølna6 segments,"On the 26th anniversary of the fall of the Berlin Wall, Trondheim municipality has commissioned the artistLars Ø Rambergto make a permanent sculpture outside of the venue Gråmølna atTrondheim kunstmuseum. Lars Ø Ramberg is a Norwegian artist living in Berlin. He is one of the most internationally acclaimed artists of our time.",http://en.the-wall-net.org/wp-content/uploads/2016/07/EU099.jpg,51.6648934,4.5401026
431,"Truro, Canada",http://en.the-wall-net.org/truro-canada/,"Truro, Canada","Location: wasteland at Prince StreetMoved to:Nova Scotia Agricultural College, Bible Hill",6 segments,http://en.the-wall-net.org/wp-content/uploads/2014/09/CDN003_1_RELOCTED.jpg,45.366668,-63.300006
432,"Uijeongbu, ROK",http://en.the-wall-net.org/uijeongbu-rok/,"Uijeongbu, ROK",Location: Peace Park,5 segments,http://en.the-wall-net.org/wp-content/uploads/2016/06/AS020.jpg,-23.38032,150.50595
433,"Ulm, BW",http://en.the-wall-net.org/ulm-by/,"Ulm, BW",Location: Iveco Group premises8 segments,"Since 2017, eight segments of the Wall have stood on theIveco Group’spremises in Ulm as a reminder that freedom, unity and democracy cannot be taken for granted. IVECO writes about the history of these segments:",http://en.the-wall-net.org/wp-content/uploads/2024/01/D212_1.jpg,48.3984968,9.9912458
434,"Unterbrunn (n. Gauting), BY",http://en.the-wall-net.org/unterbrunn-n-gauting-by/,"Unterbrunn (n. Gauting), BY",Location: private property,2 segments,http://en.the-wall-net.org/wp-content/uploads/2016/09/Deutschland_verkauft.jpg,48.0662704,11.3254378
435,"Utrera, E",http://en.the-wall-net.org/utrera-e/,"Utrera, E",Location: Parque de la Libertad,fragments (parts of a 5-piece ensemble from Sevilla),http://en.the-wall-net.org/wp-content/uploads/2014/10/EU039.jpg,41.9195729,-4.771232
436,"Vatican City, V",http://en.the-wall-net.org/vatican-city-v/,"Vatican City, V",Location: at the edges of Vatican Gardens,1 segment from Waldemarstraße,http://en.the-wall-net.org/wp-content/uploads/2017/06/EU041_1.jpg,41.9034912,12.4528349
